id	type	message	created_time	comments	likes	commentsandlikes
505090906188661_701468509884232	status	Chegando!!	2014-01-08T20:24:11+0000	3	2	5
505090906188661_701466786551071	status	Esta é a proposta:_- processar o governo por criminalizar e assim promover baixa variedade de psico-ativos químicos_ o que leva ao vício_ pois há propensão natural para o uso de psicoativos_ mesmo não químicos_ como atividades artísticas e espirituais.__Estamos restritos basicamente ao álcool_ tabaco_ cannabis dentre as substâncias razoáveis para uso e aprimoramento pessoal e social. Cocaína_ cola de sapateiro e loló são_ no máximo_ para atividaeds recreativas. Sem palavras sobre o crack. LSD seria bastante útil_ se tivéssemos acesso a esta substância de forma confiável e sem tanta anfetamina.__Compare este contexto com toda a gama de psico-ativos encontradas nas culturas tradicionais. Compare também este entrave com todo o conhecimento que possui nossa ciência sobre as benécias dos psicoaticos. Conceba as as possibilidades que nos são tolidas_ dado que não nos desenvolvemos mentalmente como naturalmente poderíamos_ e não temos a abertura de percepção e para novas ideias.__Processar o governo não nos dará ganho de causa_ mas promoverá discussões e maior conhecimento sobre esta questão. Possivelmente algumas quebras de tabus.	2014-01-08T20:21:34+0000	2	2	4
505090906188661_694420170589066	status	_Los neoliberales impulsaban los paraísos fiscales. Nosotros_ como socialistas del siglo XXI_ vamos a impulsar los paraísos del conocimiento_ el conocimiento como bien público y de libre acceso___http://www.eldiario.es/turing/Ecuador-Rafael_Correa-FLOK_Society-buen_vivir-sumak_kawsay-procomun-p2p-copyleft-patentes_0_209279080.html	2013-12-26T12:11:11+0000	1	0	1
505090906188661_701383649892718	status	DIÁLOGOS PARA PROPOSTAS TECNOXAMÃNICAS PERMACULTURAIS EM ARRAIAL_Rar@s_ saludos_Abro aqui esse mail na lista para que possamos dialogar sobre nossas intenções e propostas de realização de oficinas _ atividades de conversas em roda_ propostas em permacultura para estruturar o sítio do Jurgen e a nossa estadia lá_ interrelações com os Pataxós etc... etc...__Importante conseguirmos traduzir para o Jurgen os sincretismo entre os projetos tecnopermacultural dele e as pesquisas tecnoxamanicas do grupo_ e abrir esse diálogo para afinarmos nossas expectativas.  O Jurgen é morador de Arraial_ e_ conforme nossas intenções_ disponibilizará um sítio onde faremos o encontro. Jurgen ta em um momento de resgatar seu envolvimento com o sitio e a permacultura_acredito que o bando xamânico pode promover uma liga neste processo. __Sugiro que pensem a respeito e_ conforme o interesse em somar_ disponibilizem suas propostas neste tópico de email.... ainda assim_ criaremos uma WIKI para disponibilizar as trocas e diálogos... Estarei atento e _sistematizando...._ esse tópico aqui!!!!__grande abraço no círculo_George Sander.	2014-01-08T16:55:54+0000	4	3	7
505090906188661_700237503340666	link	Galera_ sei que estão procurando planos B_ C e D para arraial d_ajuda. E como opção sugiro esse lugar. Ele tem alojamento tranquilo para umas 30 pessoas e fica no meio da mata. Passei meu reveillon nele e recomendo.  - www.neoxamanismo.com.br	2014-01-06T05:23:56+0000	4	2	6
505090906188661_701390613225355	status	Amigxs!__neste final de ano passei dias incríveis nos 30 anos da Aldeia Pedra Negra_ incrível lá! Entretantas práticas e conversas eis que surge João Arthur com seu xamanismo filmico! __Adicionei-o ao grupo aqui :)	2014-01-08T17:11:08+0000	0	2	2
505090906188661_700383839992699	status	vibrando aqui!!!! Galera.... nas tensões!!!!!! Boooooooooooooorra Arraiar!!!!	2014-01-06T14:35:07+0000	0	7	7
505090906188661_700152706682479	video	pessoas queridas e especiais_ vos convido a curtir a pagina da Themis e também assistir esse globo repórter de 2006 que trata do nosso projeto de formação de PLPs - Promotoras Legais Populares_ que há minha Themis é pioneira há quase 20 anos em nosso país.. sim globo reporter_ pois o planeta projac ainda é o meio mais high tech possível em termos de criação da identidade brasileira_ de criação de imaginário socio-cultural-político do inconsciente coletivo._http://www.youtube.com/watch?v=TdD_G0ZlF90&hd=1	2014-01-06T00:24:30+0000	0	0	0
505090906188661_697124376985312	link	http://www.labic.net/blog-2/pesquisa/nar-um-script-para-analisar-a-semantica-e-a-movimentacao-interativa-nas-fanpages-do-facebook	2013-12-31T19:11:25+0000	1	1	2
505090906188661_699253293439087	video	http://kimusorecords.bandcamp.com/album/t-e-r-e-n-c-e-kr-002__http://kasaruyce.bandcamp.com/album/ltima-meia-rosa	2014-01-04T06:28:42+0000	0	0	0
505090906188661_697040540327029	link	não é tecnoxamanismo mas é interessante	2013-12-31T16:47:26+0000	1	4	5
505090906188661_696206517077098	link	http://www.xlr8r.com/podcast/2013/09/oneohtrix-point-never	2013-12-30T01:57:25+0000	0	1	1
505090906188661_695138000517283	video	O que o Fabián Ludueña entende por Comunidade dos Espectros????   ___Por espectro entendemos as criaturas incorpóreas como os anjos_ e até Deus_ espírito e espectro pertencem a uma região ontológica comum. espectros também são os que sobrevivem a sua própria morte_ ou que ficam num ponto de indistinção entre a vida e a morte. O espectro pode ser absolutamente imaterial_ ou adquirir diferentes consistências_ que pode chegar até a obstinação de uma materialidade de carne e osso_ a mitologia dos ressuscitados_.	2013-12-27T21:00:31+0000	2	2	4
505090906188661_693389947358755	video	http://www.youtube.com/watch?v=w120gbhBjec	2013-12-24T14:30:57+0000	0	1	1
505090906188661_693384180692665	status	Nem o Papai Noel escapa!	2013-12-24T14:16:33+0000	0	0	0
505090906188661_686844334679983	link	Gente_ Carlos Diego acabou de criar a lista no riseup - quem tiver afim de entrar na lista - onde se fará um estado paralelo ao facebook_ por favor entra nesse link se cadastre no riseup e entre na lista do tecnoxamanismo_ pra não sobrecarregar ele. valeu!!  https://lists.riseup.net/www/info/tecnoxamanismo	2013-12-10T22:00:54+0000	29	6	35
505090906188661_691418834222533	link	Hoje o nosso programa de rádio sobre tecnoxamanismo vai ser as 15 horas_ na rádio interferência - http://interferencia.radiolivre.org/	2013-12-20T13:07:35+0000	6	4	10
505090906188661_687797624584654	link	sexta feira as 17 horas_ vai ao ar o segundo programa de rádio sobre tecnoxamanismo na rádio interferência. Fabi Borges e Livia Achcar Mourão falam sobre Terra_ Espaço_ Fim do Mundo_ Perpectivismo_ Bruxaria_ Corrida da Antena_ e analisam trabalhos e ações voltadas à tecnomagia_ as performances rituais_ as transperformances_ e também alucinações_ ervas de poder_ depósito de viagens_ etc. Nesse vai ter participação de Tati Wells. Fazendo rádio livre na rádio interferência -	2013-12-12T22:02:28+0000	21	5	26
505090906188661_691537114210705	link	Vocês viram este evento? No RJ_ fácil pros cariocas chegarem_ bacana :D__https://www.facebook.com/nova.terra.58	2013-12-20T17:35:39+0000	0	0	0
505090906188661_691530697544680	video	watch?v=T3re3Qf7JaE	2013-12-20T17:20:47+0000	0	0	0
505090906188661_691422830888800	link	https://www.facebook.com/events/604787362921109/_Teremos streaming! todxs convidadxs a participar em rede_ online- vamos projetar suas falas no espaço_ a partir das 17h30 no horário do Rio_ e a partir das 16h30 -horário de Brasilia >> http://twitcasting.tv/favelaniestumm/_ _FAVELA NIE STUMM!/ A FAVELA JAMAIS FICOU MUDA! public act against genocide in black communities in Brazil./ ato público contra o genocídio das comunidades negras do Brasil. next friday_ 12/20/2013_ here in Berlin/ na próxima sexta-feira_ 20/12_ aqui em Berlim. — at Meta Mate Bar.	2013-12-20T13:15:24+0000	0	3	3
505090906188661_690347604329656	photo	cyber-caboclo	2013-12-18T04:38:04+0000	0	0	0
505090906188661_690287634335653	link	http://monoskop.org/log/?p=10035	2013-12-18T01:08:01+0000	0	3	3
505090906188661_690218794342537	status	http://www.forbes.com/sites/techonomy/2013/11/10/open-sourcing-the-neighborhood/	2013-12-17T21:57:59+0000	0	0	0
505090906188661_689993897698360	video		2013-12-17T11:49:37+0000	0	0	0
505090906188661_689871217710628	link	o zé guajajara continua na árvore e a galera continua na Aldeia Maracana._enquanto o Zé ficar na árvore a posse é dos indígenas!!! mas ele não pode ficar a vida toda_ né? ei Dilma 2014 tá batendo na porta_ lembra que tu representa um governo democrático e popular_ Aldeia Maracana é patrimonio da humanidade_ os territórios indigenas devesm ser dos povos indigenas_ tá ligada?_http://rionarua.org/convocatorias/aldeia-maracana-pede-apoio/	2013-12-17T04:15:14+0000	0	1	1
505090906188661_689820671049016	status	https://www.eff.org//deeplinks/2013/11/encrypt-web-report-whos-doing-what	2013-12-17T01:20:02+0000	0	0	0
505090906188661_689762451054838	link	Até a China dá nome de Deuses para suas máquinas espaciais - Seu módulo lunar robótico que alunou sexta feira dia 14 se chama Chang_e_ a deusa chinesa da Lua. A deusa e o pequeno robô explorador_ também lendário_ chamado Yutu - o coelho de jade da deusa_ que mexe o elixir da imortalidade foram explorar a Lua nessa sexta feira...- tudo tecnomagia - deus-machine. E agora_ os chineses no Espaço - wow	2013-12-16T22:10:28+0000	5	4	9
505090906188661_689784234385993	status	http://www.counterpunch.org/2013/12/16/the-black-gold-brigade/	2013-12-16T23:20:36+0000	0	0	0
505090906188661_689762304388186	video	E esse vídeo todo poderoso - que parece um Apollo_ da deusa da lua Chang_e e do seu fiel coelho de jade yutu viajando até a Lua antes de ontem!!	2013-12-16T22:09:50+0000	0	0	0
505090906188661_689634937734256	link		2013-12-16T17:23:37+0000	0	1	1
505090906188661_689078541123229	photo	tecnoxamaneando nos ativismos x gentrificação >>pessoal_ teremos um canal de streaming para o encontro telematico de hoje! #portalalemaoalemanha   #alterNation  #resistenciasxgentrificacao   >> http://twitcasting.tv/videurbe  __>> logo mais_ a partir das 15h30 (horário do Rio) e a partir das 18h30 (horário de Berlin)_ _(é o canal da plataforma vide urbe_ um canal que já tínhamos_ só pra agilizar :)	2013-12-15T15:27:16+0000	0	2	2
