type	by	post_message	picture	link	link_domain	post_published	post_published_unix	likes	likes_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	post_user_166283443520449	BLOG DO ALUIZIO AMORIM sábado_ dezembro 14_ 2013 PALÁCIO DO PLANALTO FIRMA CONTRATO MILIONÁRIO COM O IBOPE E DILMA APLICA O CARIMBO DE _SIGILOSO_  A utilização da máquina pública pelos governos do PT é algo espantoso. Vejam esta reportagem do Estadão. E nada acontece. O PT não governa o Brasil_ já se tornou dono do país. E a Dilma carimba de _secreto_ as manobras espúrias. Isso_ alías_ já é uma forma de censura à imprensa. Leiam: O Palácio do Planalto firmou dois contratos avaliados em R$ 6_4 milhões para realizar pesquisas de opinião pública que se estenderão até as vésperas da campanha eleitoral de 2014. Celebrados com o Ibope Inteligência e Virtú Análise na sequência das manifestações de junho_ os contratos_ que preveem sigilo indefinido dos temas_ perguntas e resultados das pesquisas_ são os primeiros dessa natureza celebrados pela Secretaria de Comunicação da Presidência (Secom) na gestão Dilma Rousseff após a entrada em vigor da Lei de Acesso à Informação (LAI). Em sua cláusula segunda_ inciso 10_ os contratos dizem que os institutos de pesquisa deverão manter _irrestrito e total sigilo_ sobre os _assuntos de interesse_ do governo. O Estado solicitou o conteúdo das pesquisas já realizadas com base na Lei de Acesso. A Secom_ no entanto_ rejeitou o pedido. O sigilo contraria entendimento do próprio órgão federal responsável pela transparência_ a Controladoria-Geral da União (CGU). Segundo o ouvidor-geral da União_ José Eduardo Romão_ todas as informações que constam das pesquisas deveriam ser divulgadas imediatamente e o sigilo contratual não afasta o princípio da publicidade. _A informação é pública_ mesmo que o contrato estabeleça que a informação é sigilosa. A CGU já entendeu em casos anteriores semelhantes que esse sigilo não afasta a aplicação da Lei de Acesso à Informação. No momento em que a empresa repassa a informação para órgão público_ essa informação torna-se pública._ O procurador do Ministério Público junto ao Tribunal de Contas da União (TCU)_ Marinus Marsico_ também critica a falta de transparência. _É um procedimento perigoso. Pelo princípio da publicidade_ tudo é público. Essas informações só podem ser sigilosas se a lei especificar a preservação do sigilo_ o que não é o caso. Os documentos quando sigilosos são regulados por lei. Todos têm de entender que isso envolve dinheiro público._ A Secom informa que as pesquisas serão divulgadas três meses após o governo recebê-las. Esse prazo_ porém_ além de não constar do contrato_ não vai ser cumprido na primeira leva de pesquisas porque a Secom definiu que apresentará os resultados apenas em dezembro. Além de serem os primeiros contratos de pesquisa realizados após a LAI_ são os primeiros sob a égide de uma nova legislação de 2010_ decorrente da Comissão Parlamentar de Inquérito (CPI) dos Correios_ que obrigou_ dentre outros pontos_ o governo a firmar acordos específicos para pesquisas de opinião sobre serviços públicos. Antes_ as agências de comunicação responsáveis pelas campanhas de publicidade também realizavam as pesquisas_ em um contrato que abrangia os dois serviços. Tarefas. O Ibope Inteligência ficou responsável pelas pesquisas quantitativas e telefônicas_ ao valor de R$ 4_6 milhões. O Virtú Análise_ contratada por R$ 1_8 milhão_ cuida das pesquisas qualitativas. Em ambos os casos_ o período das pesquisas se encerra a poucos dias do início da campanha eleitoral de 2014. O contrato da Virtú Análise foi fechado no dia 1 de julho deste ano e se encerra em 1 de julho de 2014. O do Ibope foi firmado em 27 de junho e também terminam um ano depois. A campanha eleitoral começa no dia 6 de julho de 2014. O presidente da ONG Transparência Brasil_ Cláudio Abramo_ afirma que o modelo adotado pela Secom pode ser aproveitado para fins eleitorais. _São contratos que parecem ser muito vulneráveis. O formato abre possibilidade de que pesquisas realizadas às vésperas da eleição possam ser utilizadas durante a campanha. Além disso_ a data do término do contrato_ em junho de 2014_ é muito conveniente para que as informações adentrem a campanha com exclusividade para apenas uma candidatura__ diz. Para o ministro José Jorge_ do TCU_ conforme se aproxima o período eleitoral _tudo é olhado pela opinião pública como se tivesse esse viés_. _Por isso é bom evitar procedimentos como esse._ Os dois institutos disseram que cláusulas de sigilo são comuns nesses tipos de contrato. Presidenciáveis. O governador de Pernambuco_ Eduardo Campos (PSB)_ provável candidato a presidente_ foi questionado_ via assessoria_ sobre as pesquisas de opinião contratadas por sua gestão_ os valores gastos e os temas abordados_ mas não respondeu. Outro provável candidato_ o senador Aécio Neves (PSDB-MG)_ também foi questionado_ por meio da assessoria do PSDB_ sobre o valor dos contratos de seu partido com institutos de pesquisa. Também não houve resposta. Do site do jornal O Estado de S. Paulo Enviar por e-mail BlogThis! Compartilhar no Twitter Compartilhar no Facebook Compartilhar no Orkut   Postado por Aluizio Amorim às 12/14/2013 10:48:00 PM 5 comentários:				2013-12-15T22:19:09+0000	1387145949	0	0	1	1	0	0	0	1	166283443520449_269149819900477	https://www.facebook.com/166283443520449/posts/269149819900477
link	post_user_166283443520449	https://www.facebook.com/pages/Nucleo-Vivo-Leste/1436430883240054?ref=stream	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-frc3/t1/c0.0.183.183/1479149_1436442416572234_953406561_n.jpg	https://www.facebook.com/pages/Nucleo-Vivo-Leste/1436430883240054	facebook.com	2013-12-15T16:55:39+0000	1387126539	0	0	0	0	0	0	0	0	166283443520449_240685206107556	https://www.facebook.com/166283443520449/posts/240685206107556
status	post_user_166283443520449	14/12/2013 via site Bol: _Aprovação do governo Dilma sobe para 43% em pesquisa CNI/Ibope; Lula tinha 72%_ Ibope vive manipulando audiência da tv e favorecendo a toda poderosa globo_ não que a _evangélica_ record e a _família_ sbt ou os _judeus_ da band sejam melhores_ mas imparcialidade nunca teve o ibope...vc acredita?vote Marina Silva PSB 40!				2013-12-14T11:18:15+0000	1387019895	0	0	0	0	0	0	0	0	166283443520449_268651009950358	https://www.facebook.com/166283443520449/posts/268651009950358
status	post_user_166283443520449	Em um discreto jantar domingo_ no Rio_ os presidentes do PSDB_ Aécio Neves_ e do PSB_ Eduardo Campos_ continuaram as articulações para a formação de palanques conjuntos em estados estratégicos_ em 2014. O pacto de não agressão no primeiro turno continua de pé_ mas os dois principais adversários da presidente Dilma conversaram desta vez diante de uma nova realidade: a entrada de Marina Silva na coligação com o PSB_ comprometendo a pretendida parceria.  Leia mais sobre esse assunto em http://oglobo.globo.com/pais/aecio-neves-eduardo-campos-jantam-juntos-no-rio-11020750#ixzz2n4pUoWtB  © 1996 - 2013. Todos direitos reservados a Infoglobo Comunicação e Participações S.A. Este material não pode ser publicado_ transmitido por broadcast_ reescrito ou redistribuído sem autorização. 				2013-12-10T13:05:43+0000	1386680743	0	0	0	0	0	0	0	0	166283443520449_267176783431114	https://www.facebook.com/166283443520449/posts/267176783431114
photo	post_user_166283443520449	Programa Cidades Sustentáveis Planeta Sustentável Rede Sustentabilidade	https://fbcdn-photos-f-a.akamaihd.net/hphotos-ak-ash4/t1/1463989_623087517758015_254884117_s.jpg	https://www.facebook.com/photo.php?fbid=623087517758015&set=a.543364492396985.1073741826.130059373727501&type=1	facebook.com	2013-12-09T01:38:53+0000	1386553133	0	0	0	0	0	0	0	0	166283443520449_266748036807322	https://www.facebook.com/166283443520449/posts/266748036807322
link	post_user_166283443520449	https://www.facebook.com/corksenses	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-prn2/t5.0-1/276817_328073844002401_1342483427_n.jpg	https://www.facebook.com/corksenses	facebook.com	2013-12-08T12:58:11+0000	1386507491	0	0	0	0	0	0	0	0	166283443520449_692415687448213	https://www.facebook.com/166283443520449/posts/692415687448213
photo	post_user_166283443520449	Recebo com muito conforto e alegria_ essa notícia da chegada da Eliana Calmon à Rede Sustentabilidade!  As pessoas de bem desse país têm assumido o lugar de responsabilidade que lhes cabe e não tem se afastado da importância do agir cidadão na transformação do contexto da sociedade_ onde estamos inseridos.  Quem é de paz e de bem_ antes_ tem mesmo que ocupar os espaços públicos de representação da sociedade.  Seja bem-vinda_ Eliana Calmon! Seja forte e permaneça digna!	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-frc1/t1.0-0/994961_709317595746540_1630481187_s.jpg	https://www.facebook.com/marinasilva.oficial/photos/a.144793905532248.25658.126351747376464/709317595746540/?type=1	facebook.com	2013-12-06T20:54:09+0000	1386363249	3	3	0	0	0	0	0	3	166283443520449_266015473547245	https://www.facebook.com/166283443520449/posts/266015473547245
status	post_user_166283443520449	Toda cidade brasileira deveria fazer isso. Que bom que há pessoas preocupadas com as comunidades carentes. Pena que nossos políticos não pensam assim.Não gasta muito dinheiro  para fazer isso. Precisa só ter boa vontade e preocupar com o bem estar da comunidade. Pessoas não são porcos e não precisam só de comida(bolsa família).Uma casa rebocada e pintada não guarda insetos nos buracos que pode causar várias doenças. .A maioria das cidades brasileiras é mal cuidada_ sujas_ casas sem reboque e sem pintura_ sem arborização_ sem calçadas adequadas para pedestres. Quem gostaria de visitar uma cidade assim? Se o Brasil deseja atrair turistas estrangeiros e  brasileiros deveria primeiro mudar esse cenário O poder público deveria incentivar e conscientizar  a comunidade da necessidade de morar numa casa rebocada e pintada _para ter melhor  qualidade de vida e evitar doenças causadas por insetos acumulados nos buracos dos tijolos.  Sugestão:1- Bolsa família exigir _ para receber_ além dos requisitos já existentes_ a casa rebocada e pintada; água e luz  têm valor menor  nas comunidades carentes_ então  o poder público deveria exigir_ além dos requisitos já exigidos_ uma foto da casa rebocada e pintada para obter o desconto. O reboco e a pintura correspondem menos de 05(cinco) % da construção da casa_ então quem teve os 95% pode conseguir os 5% para o reboco e a pintura. Ou criação de uma bolsa reboco e pintura.  Pintando uma favela inteira no Rio de Janeiro Com a sua ajuda_ vamos pintar uma favela inteira no Rio de Janeiro! Estamos Haas & Hahn_ do projeto Favela Painting. Entre 2005 e_ agora_ as favelas do Rio de Janeiro ter sido a inspiração e os locais por várias obras públicas que nós pintadas juntamente com membros da comunidade local. Cada novo projeto sendo maior do que o último_ que agora pretendemos realizar o nosso sonho_ para gesso e pintar toda uma favela encosta. Com a sua ajuda_ vamos voltar ao Rio para criar esta obra comunidade de escala sem precedentes: um monumento que irá irradiar o orgulho ea energia das pessoas que vivem em uma comunidade que eles construíram com suas próprias mãos. esboçar uma colina pintado na Vila Cruzeiro Quando visitou pela primeira vez as favelas em 2005_ a forma como eles são construídos e como eles funcionam socialmente nos pareceu muito bonita. Ao mesmo tempo_ eles eram geralmente percebido como sombria_ perigosa e disfuncional. Nosso projeto tem como objetivo oferecer uma oportunidade para as pessoas a transformar a sua própria vizinhança de um lugar visto como negativo em um lugar que é capaz de comunicar a sua criatividade_ beleza e inovação para o mundo exterior através da arte Enquanto pintava as casas traz uma melhora visual_ reboco ajuda-los com controle de umidade_ acústica e temperatura.Através de treinamento e contratação_ empregos são criados em lugares onde as oportunidades são escassas. Mais pessoas que vêm para ver a obra de arte vai trazer novas oportunidades de negócios e de emprego para os moradores. Embelezamento visual_ criação de emprego e positivo atenção orgulho impulso e auto-estima e ajudar a colmatar as lacunas sociais de uma maneira criativa e artística. Os projetos de criar uma voz para os habitantes_ influenciar a opinião pública e da mídia_ e pode ajudar a mudar a percepção e remover o estigma. Nosso site é um projeto colina central na comunidade de Vila Cruzeiro_ parte do Complexo da Penha na Zona Norte do Rio de Janeiro. Passamos extenso tempo criando nossos dois primeiros projetos lá e viveu na comunidade por vários meses. Temos muitos amigos lá e bons contatos com todas as partes interessadas e figuras-chave. Visualmente_ o morro oferece uma localização geográfica ideal para um efeito monumental. 				2013-11-29T23:43:09+0000	1385768589	0	0	0	0	0	0	0	0	166283443520449_263701263778666	https://www.facebook.com/166283443520449/posts/263701263778666
status	post_user_166283443520449	Oi				2013-11-28T22:15:14+0000	1385676914	0	0	0	0	0	0	0	0	166283443520449_263372053811587	https://www.facebook.com/166283443520449/posts/263372053811587
status	post_user_166283443520449	Sou militante da rede em sp_ e gostaria de poder contar com o apoio de voces para me eleger no conselho participativo_ a eleicao ocorrera no dia 8/12_ meu numero de chapa e: 83031_ conto com seu apoio.				2013-11-28T22:14:50+0000	1385676890	0	0	0	0	0	0	0	0	166283443520449_263371997144926	https://www.facebook.com/166283443520449/posts/263371997144926
status	post_user_166283443520449	Sou militante da rede em sp e gostaria de poder contar com o apoio de vocês militantes e simpatizante da rede_ sou candidato ao conselho participativo municipal_ espero poder contar com o voto de vocês.				2013-11-28T22:10:56+0000	1385676656	0	0	0	0	0	0	0	0	166283443520449_263371350478324	https://www.facebook.com/166283443520449/posts/263371350478324
status	post_user_166283443520449	Sou militante na rede_ e para poder fazer um melhor trabalho_ sou candidato ao conselho participativo municipal_ gostaria de poder contar com o apoio de todos voces militantes e simpatizantes da rede. A eleicao ocorrera no dia 8/12 o meu numero e 83031				2013-11-28T21:18:51+0000	1385673531	0	0	0	0	0	0	0	0	166283443520449_263361140479345	https://www.facebook.com/166283443520449/posts/263361140479345
status	post_user_166283443520449	Como me filiar ao Rede Sustentabilidade e abrir diretório na minha cidade????				2013-11-27T21:51:08+0000	1385589068	0	0	0	0	0	0	0	0	166283443520449_263076107174515	https://www.facebook.com/166283443520449/posts/263076107174515
photo	post_user_166283443520449	Vamos pra REDE meu povo_ a Rede Sustentabilidade é o caminho para um novo começo!	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-ash4/t1/999286_617934388244916_659572129_s.png	https://www.facebook.com/BrasilEmRede/photos/a.498306806874342.107546.493416060696750/617934388244916/?type=1	facebook.com	2013-11-25T12:26:04+0000	1385382364	0	0	0	0	0	0	0	0	166283443520449_262228193925973	https://www.facebook.com/166283443520449/posts/262228193925973
status	post_user_166283443520449	Preciso entra em contato com a Marina Silva tenho familiares dela aqui em meu município  _ e parentes morando aqui em Jaguaruana -  Ce _ na localidade de Borges _ ate a casa de seu avos existe_ aguardo contato..				2013-11-23T20:39:56+0000	1385239196	0	0	0	0	0	0	0	0	166283443520449_261777030637756	https://www.facebook.com/166283443520449/posts/261777030637756
link	post_user_166283443520449	A educação é uma das mediações pela qual o aluno passa de uma experiência inicialmente confusa e fragmentada_ para uma visão organizada e unificada; um instrumental por meio da aquisição de conteúdo e da socialização_ para uma participação organizada e ativa da democratização da sociedade_ leis fundamentais assinalam as bases primárias de toda organização jurídica do Estado e daí suas múltiplas e importantes relações com outros ramos do Direito.  A estrutura ideológica e constitucional do Império Brasileiro repousou_ em quase toda a sua longa existência_ na infra-estrutura econômica da monocultura latifundiária e na técnica do trabalho escravo. Os fazendeiros e senhores de engenho_ que se nodularam em verdadeiros clãs rurais_ na predominância da vida do campo e da sociedade_ afora os comerciantes enriquecidos nas grandes capitais das províncias_ formaram feudos sociais incrustados em pleno século XIX. Eles realizaram a revolução da independência e dominaram o cenário político nacional_ com seus representantes no parlamento_ no governo_ no clero e nas camadas sociais de importância.  Constituição é o ato de constituir_ de estabelecer_ de firmar; ou ainda_ o modo pelo qual se constitui uma coisa_ um ser vivo_ um grupo de pessoas; organização e formação. Juridicamente_ porém_ Constituição deve ser entendida como lei fundamental e suprema de um Estado_ que contém normas referentes à estruturação do Estado à formação dos poderes públicos_ forma de governo e aquisição do poder de governar_ distribuição de competências_ direitos_ garantias e deveres dos cidadãos. Além disso_ é a Constituição que individualiza os órgãos competentes para as normas jurídicas_ legislativas ou administrativas.  Homens e mulheres não nascem com o conhecimento das leis_ dos direitos e dos deveres da cidadania_ o que pressupõe um longo processo de socialização e de escolarização. Se esse processo não se efetiva_ automaticamente_ está sendo negado um dos direitos essenciais da cidadania. Portanto_ a educação pública é um dever básico do Estado para com os seus concidadãos. Se o acesso igual à educação é concebido como uma das condições essenciais da cidadania_ então o Estado de direito o deve instituir sob pena de não garantir a igualdade dentro do próprio corpo político.  Todo brasileiro possui o direito e o dever de participar do destino de sua sociedade: isto não é um assunto pertencente apenas à polícia_ advogados_ juízes e legisladores. Nem a verdadeira cidadania se restringe somente ao ato de votar e ser votado. A cidadania plena é aquela que assegura a real democracia_ voltada aos direitos e deveres sociais_ àqueles que garantem o acesso à educação_ ao trabalho_ ao salário justo_ à saúde e a uma velhice tranquila. Exercer a cidadania plena é ter direitos e deveres civis_ políticos e sociais_ fruto de um longo processo histórico e cultural.	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-ash3/t1/c0.33.200.200/p200x200/600789_393081170802503_2145231599_n.jpg	https://www.facebook.com/pages/Constitui%C3%A7%C3%A3o-Futebol-Clube/390654387711848	facebook.com	2013-11-23T10:59:45+0000	1385204385	0	0	0	0	0	0	0	0	166283443520449_458687147575238	https://www.facebook.com/166283443520449/posts/458687147575238
link	post_user_166283443520449	A Rede apoia este projeto de iniciativa popular?	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAH8n5YSaukhRa1&w=154&h=154&url=https%3A%2F%2Feleicoeslimpas.org.br%2Fassets%2Fimg%2Flogo.png%3F1378152922	https://eleicoeslimpas.org.br/entenda	eleicoeslimpas.org.br	2013-11-20T13:56:39+0000	1384955799	0	0	0	0	0	0	0	0	166283443520449_614987555231587	https://www.facebook.com/166283443520449/posts/614987555231587
status	post_user_166283443520449	.......................... CORRUPÇÃO É CRIME HEDIONDO!!!!!!!!!!!!!!!!!!!!! NA LEI MOLHADA CORRUPÇÃO SERÁ CRIME HEDIONDO_ ONDE O CONDENADO CUMPRIRÁ PENA EM REGIME FECHADO E SEM MORDOMIAS_ PERANTE A LEI SOMOS TODOS IGUAIS. VEJA O PROJETO NO TRANSITOMAISHUMANO.BLOGSPOT.COM /////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////				2013-11-14T13:48:03+0000	1384436883	0	0	0	0	0	0	0	0	166283443520449_258703930945066	https://www.facebook.com/166283443520449/posts/258703930945066
photo	post_user_166283443520449	Rede Sustentabilidade Juntos podemos mais!	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-frc3/t1/1471079_695940107084289_2053877107_s.jpg	https://www.facebook.com/marinasilva.oficial/photos/a.687653301246303.1073741850.126351747376464/695940107084289/?type=1	facebook.com	2013-11-13T11:58:02+0000	1384343882	1	1	0	0	0	0	0	1	166283443520449_258366264312166	https://www.facebook.com/166283443520449/posts/258366264312166
status	post_user_166283443520449	Na página da Rede existe um espaço para escrever propostas para um novo Brasil_ e também pode-se _votar_ nas propostas que foram escritas_ clicando num ícone com um polegar para cima (igual ao _curtir_ do facebook) para apoiar ou num ícone com o polegar para baixo_ para desmerecer.  Pelo amor de qualquer coisa_ gente_ vá lá votar e escrever umas coisas inteligentes_ do jeito que está_ com 90% de lixo e participação pífia (o mais popular tem - oh meu pai - 33 votos) esta excelente ferramenta de participação vai virar um vexame.				2013-11-12T04:27:22+0000	1384230442	0	0	0	0	0	0	0	0	166283443520449_257982757683850	https://www.facebook.com/166283443520449/posts/257982757683850
status	post_user_166283443520449	JUNTOS PODEMOS MAIS! VEM TAMBÉM!				2013-11-07T12:06:05+0000	1383825965	0	0	0	0	0	0	0	0	166283443520449_256579811157478	https://www.facebook.com/166283443520449/posts/256579811157478
video	post_user_166283443520449	ouçam isso http://www.youtube.com/watch?v=6vprVT8krBs	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAQcx-cDWJLKYMr&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2F6vprVT8krBs%2Fhqdefault.jpg%3Ffeature%3Dog	http://www.youtube.com/watch?v=6vprVT8krBs	youtube.com	2013-11-06T15:18:26+0000	1383751106	0	0	0	0	0	0	0	0	166283443520449_1389528544621664	https://www.facebook.com/166283443520449/posts/1389528544621664
photo	post_user_166283443520449	Nicolle Barbosa (presidente do PSB de Fortaleza)_ Sergio Novais (presidente do PSB - Ceará)_ Geovana Cartaxo (ambientalista_ professora e representante da Rede Sustentabilidade no Ceará) e a deputada estadual Eliane Novais juntos em defesa de uma nova política. Foto: José Vital / Teia Digital.	https://scontent-a.xx.fbcdn.net/hphotos-ash3/t1.0-9/q71/s480x480/1463969_619659444763942_1266629068_n.jpg	https://www.facebook.com/psbceara/photos/a.544475295615691.1073741825.325126317550591/619659444763942/?type=1	facebook.com	2013-11-05T18:50:51+0000	1383677451	13	13	7	7	0	0	0	20	166283443520449_256092724539520	https://www.facebook.com/166283443520449/posts/256092724539520
link	post_user_166283443520449	https://eleicoeslimpas.org.br/assine	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAH8n5YSaukhRa1&w=154&h=154&url=https%3A%2F%2Feleicoeslimpas.org.br%2Fassets%2Fimg%2Flogo.png%3F1378152922	https://eleicoeslimpas.org.br/assine	eleicoeslimpas.org.br	2013-11-05T16:55:29+0000	1383670529	0	0	0	0	0	0	0	0	166283443520449_377112535758825	https://www.facebook.com/166283443520449/posts/377112535758825
status	post_user_166283443520449	DISQUE CORRUPÇÃO Estamos criando uma central comunitária de atendimento telefônico destinada a receber informações anônimas da população brasileira sobre atos de corrupção que acarretam o empobrecimento do nosso povo_ que sofre as consequências_ principalmente o desvio de dinheiro público(os impostos que a população brasileira paga com sacrifício) da saúde pública e da educação_ entre outros serviços básicos. Com esta ferramenta a disposição_ a população passará a participar de maneira segura da luta contra a corrupção através da garantia do anonimato inclusive em casos de pagamento de recompensa. As ligações não serão rastreadas ou gravadas. Os resultados do Disque Corrupção serão repassados à imprensa para reforçar a imagem do serviço e estimular um maior número de pessoas a prestar informações. O projeto está alicerçado na utilização da mídia para mobilizar a população contra a corrupção em nosso país_ pois a luta contra a corrupção é o tema principal das mobilizações populares que estão acontecendo nas ruas de nosso país. O valor da recompensa será de 30% do valor dos bens e do dinheiro recuperado do fruto da corrupção_ em que foi feita a denúncia. Por enquanto estamos disponibilizando o e-mail aleimolhada@gmail.com para receber as denúncias. MAIS INFORMAÇÕES NO TRANSITOMAISHUMANO.BLOGSPOT.COM 				2013-11-05T13:27:24+0000	1383658044	0	0	0	0	0	0	0	0	166283443520449_256020747880051	https://www.facebook.com/166283443520449/posts/256020747880051
status	post_user_166283443520449	Quero participar da Rede como devo proceder?  Obrigada_ Maria Helena Arruda				2013-11-05T09:08:00+0000	1383642480	0	0	0	0	0	0	0	0	166283443520449_255966957885430	https://www.facebook.com/166283443520449/posts/255966957885430
status	post_user_166283443520449	.......................................DISQUE CORRUPÇÃO DA LEI MOLHADA.  O VALOR DA RECOMPENSA _VEJA E PARTICIPE NO TRANSITOMAISHUMANO.BLOGSPOT.COM./////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////				2013-11-04T16:24:53+0000	1383582293	0	0	0	0	0	0	0	0	166283443520449_255763144572478	https://www.facebook.com/166283443520449/posts/255763144572478
link	post_user_166283443520449	https://www.facebook.com/Vergonhadeserbrasileiro?ref=hl  FORÇA  BRASIL.......... ACREDITAMOS EM SUA BOA FÉ MARINA PARA A MELHORA DE NOSSO AMADO BRASIL....	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-ash2/t1.0-1/p200x200/1393461_438794039560181_1910072791_n.jpg	https://www.facebook.com/Vergonhadeserbrasileiro	facebook.com	2013-10-31T02:19:11+0000	1383185951	0	0	0	0	0	0	0	0	166283443520449_442456262527292	https://www.facebook.com/166283443520449/posts/442456262527292
link	post_user_166283443520449	Curta a página da única revista para o setor Green Building.  https://www.facebook.com/RevistaGreenBuilding	https://fbcdn-profile-a.akamaihd.net/hprofile-ak-ash1/t5/372994_481836425165896_824960606_n.jpg	https://www.facebook.com/RevistaGreenBuilding	facebook.com	2013-10-30T16:29:26+0000	1383150566	0	0	0	0	0	0	0	0	166283443520449_743894062293463	https://www.facebook.com/166283443520449/posts/743894062293463
photo	post_user_166283443520449	Por essas e outras... Sou Rede Sustentabilidade	https://fbcdn-photos-g-a.akamaihd.net/hphotos-ak-ash3/t1/941825_764201630261568_1398145021_s.jpg	https://www.facebook.com/photo.php?fbid=764201630261568&set=a.124486140899790.24501.115987058416365&type=1	facebook.com	2013-10-30T14:49:30+0000	1383144570	0	0	1	1	0	0	0	1	166283443520449_254021424746650	
status	post_user_166283443520449	......................ATENÇÃO!!!!EIKE BATISTA FOI  PEGO EM BLITZ DA LEI MOLHDA NO PORTO DE AÇU.  VEJA  NO TRANSITOMAISHUMANO.BLOGSPOT.COM__________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;; 				2013-10-30T13:54:39+0000	1383141279	0	0	0	0	0	0	0	0	166283443520449_254007788081347	https://www.facebook.com/166283443520449/posts/254007788081347
status	post_user_166283443520449	Uma das frases mais divertidas da semana vem do marido de Marina_ Fábio. Foi o triunfo do pragmatismo contra o programatismo_ para usar uma empressão que a mulher de Fábio tem repetido à exaustão.  “Vou pedir demissão não”_ escreveu Fábio  no Facebook. Aos 51 anos_ Fábio tem um bom cargo no governo do petista de Tião Viana_ no Acre. Poucos dias antes_ também no Facebook_ um líder petista no Acre perguntara a Fábio se ele não ia largar o “empregão” num partido que_ segundo sua mulher_ é “chavista” e foi vital no processo de negação de registro para a Rede de Sustentabilidade.  Pragmaticamente_ Fábio disse que fica. E programaticamente alegou que o PT no Acre é ainda “sonhador”_ ao contrário do PT nacional.  É um episódio quase anedótico_ mas que cresce em importância nas revelações que traz com ele. Primeiro_ mostra como é difícil separar o programatismo do pragmatismo_ por mais que no plano da retórica Marina venha fazendo portentosos esforços nisso.  Segundo_ leva a uma pergunta: como a grande mídia pôde ser tão incompetente num assunto que_ afinal_ está ligado às eleições presidenciais de 2014?  Jornais_ revistas_ telejornais_ rádios_ tudo isso com exércitos copiosos de repórteres e editores – ninguém deu a informação de que o marido de Marina trabalha no PT. A origem da notícia está no Facebook.  A imprensa local deu primeiro_ já há alguns dias. O paradoxo da família permaneceu ignorado da grande mídia_ até que uma notinha apareceu. Num comportamento bovino_ todo mundo correu atrás – com notável lentidão.  Enfim_ esta é a nossa grande mídia_ aspas.  Nos próximos dias_ vai ser curioso ver a explicação que Marina dá entre programatismo e pragmatismo quando se trata de seu próprio lar.				2013-10-29T19:12:09+0000	1383073929	0	0	0	0	0	0	0	0	166283443520449_253793548102771	https://www.facebook.com/166283443520449/posts/253793548102771
link	post_user_166283443520449	http://www.peticaopublica.com.br/PeticaoListaSignatarios.aspx?page=&sr=1&pi=P2013N35311	https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBNpx_Jycngh1l-&w=154&h=154&url=http%3A%2F%2Fwww.peticaopublica.com.br%2Fimages%2FPeticaoPublicaLogo.pt-br.gif	http://www.peticaopublica.com.br/PeticaoListaSignatarios.aspx?page&sr=1&pi=P2013N35311	peticaopublica.com.br	2013-10-26T02:37:17+0000	1382755037	0	0	0	0	0	0	0	0	166283443520449_412817435513712	https://www.facebook.com/166283443520449/posts/412817435513712
photo	post_user_166283443520449	Queremos a Rede Sustentabilidade já!	https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-prn2/t1/1379327_675395369137168_181426725_s.jpg	https://www.facebook.com/photo.php?fbid=675395369137168&set=a.551860548157318.130757.100000001330132&type=1	facebook.com	2013-10-24T22:19:46+0000	1382653186	0	0	0	0	0	0	0	0	166283443520449_252151744933618	https://www.facebook.com/166283443520449/posts/252151744933618
